epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,1208.89,0.15488,1.01756,1.00694,0.43267,0.48549,0.46282,0.20535,0.20384,1.40549,1.19195,3.6208e-05,3.6208e-05,3.6208e-05
89,1221.5,0.15817,1.02442,1.00843,0.55702,0.47827,0.46015,0.20673,0.20032,1.41193,1.1807,3.19591e-05,3.19591e-05,3.19591e-05
90,1234.17,0.15706,1.02505,1.00266,0.55953,0.48207,0.46219,0.20851,0.19746,1.4013,1.16869,2.80345e-05,2.80345e-05,2.80345e-05
91,1246.83,0.15543,1.01909,0.99936,0.44191,0.48407,0.45949,0.20725,0.19903,1.39835,1.17201,2.44381e-05,2.44381e-05,2.44381e-05
92,1259.52,0.15088,0.99194,0.98283,0.4421,0.48704,0.45967,0.20853,0.20026,1.39498,1.1778,2.11734e-05,2.11734e-05,2.11734e-05
93,1272.22,0.15351,0.96241,0.99083,0.43143,0.4903,0.45432,0.20675,0.20038,1.40274,1.17826,1.82437e-05,1.82437e-05,1.82437e-05
94,1284.87,0.15226,0.97143,0.98807,0.57178,0.48806,0.45427,0.20762,0.20099,1.41432,1.18162,1.56517e-05,1.56517e-05,1.56517e-05
95,1297.53,0.15633,1.00292,1.00463,0.56413,0.47537,0.4576,0.20909,0.2016,1.40611,1.18423,1.34002e-05,1.34002e-05,1.34002e-05
96,1310.18,0.15474,0.98579,0.99533,0.54676,0.49023,0.46049,0.20572,0.20191,1.40661,1.18669,1.14913e-05,1.14913e-05,1.14913e-05
97,1322.86,0.15619,0.99147,1.00937,0.54704,0.48798,0.45563,0.20444,0.20185,1.39954,1.18602,9.9269e-06,9.9269e-06,9.9269e-06
98,1335.52,0.15077,0.9717,0.9836,0.55173,0.48022,0.4602,0.20557,0.20173,1.39884,1.18656,8.70853e-06,8.70853e-06,8.70853e-06
99,1348.25,0.15196,0.94352,0.9793,0.43368,0.49133,0.45741,0.20437,0.2023,1.39957,1.19123,7.83741e-06,7.83741e-06,7.83741e-06
100,1360.9,0.15388,0.97493,0.99662,0.43553,0.49311,0.4636,0.20663,0.20207,1.39887,1.18812,7.3144e-06,7.3144e-06,7.3144e-06
